Client_ID,Auto_Insurance_Contract,Health_Insurance_Contract,Home_Insurance_Contract,Life_Insurance_Contract,Coverage_Amount,Contract_Duration_Years,Assurance_Cost_Per_Month,Creditworthiness,Claims_History_Count,Last_Reported_Claim_Type,Last_Reported_Claim_Date,Last_Claim_Resolution_Type,Claim_Rate,Customer_Tenure_Years,Is_Premium_Client,Health_History,Risk_Profile,Recent_Life_Event,Recent_Life_Event_Date,Age,Annual_Income,Employment_Status,Has_Kids,Homeownership_Status,Type_of_Housing,Has_Car,Location,Primary_Transportation_Mode,Last_Interaction_Date,Last_Contract_Change_Date
3566,1,1,0,1,77166,3,612,Poor,1,Accident,28/08/2023,Conflicting,0.9,3,False,Medium,Poor,New Baby,02/04/2024,47,816578,Unemployed,True,Rent,Single-family home,True,Urban,Walking,19/07/2024,465
3567,0,1,0,0,80947,7,281,Excellent,0,Damage,29/12/2024,,,8,False,Fragile,High,Job Change,11/12/2023,32,2505302,Unemployed,True,Own,Single-family home,True,Rural,Car,25/06/2024,305
3568,0,0,0,1,14047,4,902,Average,3,,,Fast,0.52,4,False,Good,Poor,Marriage,14/06/2024,44,68034,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,10/03/2023,256
3569,1,0,1,0,22973,5,744,Poor,1,Accident,10/12/2023,Fast,0.89,8,True,Medium,Poor,New Baby,06/06/2023,52,65960,Unemployed,True,Rent,Apartment,False,Rural,Public transportation,02/01/2025,179
3570,1,0,0,1,23963,5,794,Poor,0,Accident,22/11/2024,,,5,False,Unknown,Poor,New Baby,12/03/2024,50,563572,Unemployed,False,Rent,Apartment,True,Urban,Biking,26/09/2024,327
3571,1,0,1,0,55707,1,971,Average,1,Accident,22/04/2024,Fast,0.83,1,False,Unknown,High,,,37,73670,Unemployed,True,Own,Apartment,False,Urban,Biking,15/08/2023,211
3572,0,1,1,1,98519,4,153,Average,3,Damage,21/08/2024,Fast,0.86,11,False,Fragile,High,Job Change,28/03/2025,33,68306,Unemployed,True,Rent,Single-family home,True,Urban,Car,11/07/2023,235
3573,1,1,0,1,71437,3,886,Good,1,Accident,25/03/2024,Fast,0.16,3,False,Medium,Medium,New Baby,13/04/2024,51,39022,Unemployed,True,Own,Townhouse,True,Rural,Car,05/09/2023,510
3574,0,1,0,1,67517,0,674,Excellent,4,Damage,23/06/2023,Fast,0.82,0,True,Fragile,High,Moved,29/06/2023,19,1850726,Unemployed,True,Rent,Townhouse,False,Urban,Public transportation,20/06/2023,218
3575,0,0,1,0,12751,4,455,Poor,1,Theft,17/03/2024,Fast,0.5,9,False,Unknown,Medium,Marriage,04/08/2024,52,66758,Unemployed,True,Own,Apartment,False,Urban,Biking,27/08/2023,292
3576,1,1,1,0,22690,1,605,Average,0,Accident,04/10/2024,,,16,False,Good,High,Job Change,05/11/2024,57,212472,Unemployed,False,Rent,Apartment,True,Urban,Car,03/08/2025,200
3577,1,0,0,0,69585,1,960,Poor,3,Accident,25/05/2023,Standard,0.78,12,False,Unknown,Poor,New Baby,22/04/2023,45,65334,Unemployed,True,Own,Single-family home,True,Urban,Walking,27/07/2024,331
3578,1,1,0,1,77157,3,602,Poor,2,Accident,03/05/2024,Fast,0.48,8,False,Unknown,Medium,Job Change,27/12/2024,64,64932,Unemployed,True,Own,Apartment,False,Urban,Public transportation,16/02/2024,275
3579,1,0,1,1,61503,2,465,Good,0,Accident,02/04/2024,,,2,False,Medium,Poor,Moved,08/12/2024,56,33732,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,02/04/2025,264
3580,1,1,0,1,46500,0,765,Good,3,Accident,14/12/2023,Conflicting,0.35,0,False,Unknown,Medium,Job Change,22/05/2024,23,66314,Unemployed,True,Own,Townhouse,True,Urban,Biking,19/03/2024,378
3581,1,0,0,0,89453,2,240,Excellent,3,Accident,27/09/2024,Standard,0.68,2,True,Medium,Medium,Marriage,01/11/2024,26,70650,Unemployed,True,Own,Apartment,True,Urban,Car,11/10/2024,267
3582,1,0,1,0,16567,9,874,Average,1,Accident,29/03/2025,Fast,0.69,16,False,Good,Medium,New Baby,26/02/2025,37,118878,Unemployed,True,Own,Townhouse,False,Urban,Walking,10/02/2024,369
3583,1,1,1,0,55675,0,686,Excellent,3,Accident,20/10/2024,Conflicting,0.92,0,False,Unknown,Poor,Marriage,04/01/2025,18,126010,Unemployed,True,Own,Apartment,False,Urban,Public transportation,04/01/2024,236
3584,0,1,1,1,72858,4,914,Excellent,3,Damage,27/03/2024,Standard,0.01,4,False,Unknown,Poor,Marriage,26/03/2025,25,107058,Unemployed,False,Rent,Apartment,False,Urban,Car,03/11/2025,378
3585,1,0,0,0,39438,5,500,Excellent,1,Accident,06/09/2023,Standard,0.68,5,False,Good,Poor,,,40,68578,Unemployed,True,Own,Apartment,False,Urban,Public transportation,14/08/2024,274
3586,1,1,0,1,21086,1,126,Poor,2,Accident,09/02/2025,Conflicting,0.9,1,False,Medium,High,,,20,70000,Unemployed,False,Own,Single-family home,True,Suburban,Car,21/12/2024,332
3587,1,1,1,0,95179,2,124,Excellent,4,Accident,17/11/2023,Standard,0.53,2,False,Good,Poor,,,21,72494,Unemployed,True,Rent,Townhouse,False,Urban,Public transportation,19/06/2023,327
3588,1,0,0,0,42187,8,354,Poor,0,Accident,16/06/2023,,,9,False,Medium,Poor,Job Change,02/03/2025,42,67572,Unemployed,True,Own,Apartment,True,Urban,Walking,22/03/2025,427
3589,0,1,1,0,62770,4,639,Good,0,Damage,12/08/2024,,,4,True,Unknown,Poor,Job Change,08/04/2023,64,74234,Unemployed,True,Own,Apartment,False,Urban,Public transportation,03/11/2024,213
3590,0,1,1,0,48990,3,215,Good,1,Damage,04/01/2024,Fast,0.62,19,False,Good,Medium,Marriage,22/02/2025,55,73140,Unemployed,True,Own,Single-family home,True,Urban,Car,23/08/2023,393
3591,1,0,0,1,39453,1,319,Excellent,1,Accident,22/04/2023,Conflicting,0.72,1,True,Fragile,Poor,Job Change,27/02/2025,32,161340,Unemployed,True,Own,Apartment,True,Urban,Biking,11/09/2023,300
3592,1,1,0,1,81941,3,637,Excellent,4,Accident,14/08/2024,Standard,0.2,5,False,Unknown,Medium,Moved,24/11/2024,38,70146,Unemployed,False,Rent,Apartment,False,Urban,Biking,05/05/2023,232
3593,1,0,0,1,15183,7,658,Average,3,Accident,06/01/2024,Standard,0.03,9,False,Medium,High,Marriage,23/03/2024,52,1251000,Unemployed,False,Rent,Apartment,True,Suburban,Biking,18/07/2023,413
3594,1,0,1,0,85357,3,440,Poor,4,Accident,19/07/2024,Standard,0.38,11,False,Unknown,Poor,,,70,73870,Unemployed,False,Own,Apartment,True,Suburban,Car,18/11/2023,357
3595,1,1,1,0,11084,3,903,Excellent,0,Accident,23/03/2025,,,3,False,Medium,High,,,70,71200,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,01/01/2025,234
3596,0,1,0,1,57482,1,123,Excellent,4,Damage,21/02/2024,Conflicting,0.32,3,False,Medium,Poor,Moved,16/10/2024,63,1895857,Unemployed,True,Own,Apartment,False,Urban,Biking,24/03/2025,396
3597,0,1,0,1,57942,8,379,Poor,4,Damage,20/03/2025,Standard,0.45,9,False,Good,High,,,69,72136,Unemployed,False,Rent,Single-family home,False,Suburban,Biking,25/08/2024,305
3598,0,0,0,1,86047,7,212,Poor,4,,,Standard,0.68,12,False,Unknown,Medium,New Baby,01/02/2025,31,465266,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,27/08/2023,320
3599,1,1,0,1,44621,4,471,Average,4,Accident,19/12/2023,Conflicting,0.54,5,False,Unknown,High,Marriage,07/07/2024,53,68368,Unemployed,True,Own,Apartment,True,Urban,Walking,24/07/2024,311
3600,0,1,1,0,76981,2,470,Average,2,Damage,23/01/2024,Standard,0.25,2,False,Unknown,Medium,Marriage,11/12/2024,29,71482,Unemployed,True,Own,Apartment,False,Urban,Car,16/01/2025,387
3601,0,0,1,0,50608,5,108,Poor,0,Theft,02/11/2024,,,5,False,Unknown,Poor,Moved,29/05/2023,34,74510,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,15/10/2023,365
3602,1,0,0,1,54669,1,205,Excellent,0,Accident,21/02/2024,,,1,False,Fragile,Poor,Marriage,31/10/2024,56,74802,Unemployed,True,Own,Townhouse,False,Suburban,Public transportation,18/03/2025,248
3603,1,0,1,1,93792,5,984,Excellent,1,Accident,11/03/2025,Standard,0.85,7,False,Good,Poor,Marriage,01/06/2025,26,1130377,Unemployed,True,Rent,Single-family home,False,Urban,Biking,01/09/2025,250
3604,0,1,1,1,54982,4,939,Average,0,Damage,18/01/2025,,,9,False,Fragile,Medium,Moved,16/11/2024,52,75428,Unemployed,True,Rent,Apartment,True,Urban,Car,04/03/2025,312
3605,1,1,0,1,85908,6,457,Excellent,3,Accident,09/10/2024,Fast,0.26,7,False,Unknown,Poor,,,30,164687,Unemployed,False,Own,Single-family home,False,Suburban,Biking,13/04/2023,257
3606,1,1,0,1,74353,0,818,Average,0,Accident,23/12/2023,,,0,False,Fragile,Medium,,,32,1997152,Unemployed,True,Rent,Apartment,False,Urban,Public transportation,13/12/2023,221
3607,0,0,1,0,86518,3,339,Poor,4,Theft,10/11/2024,Conflicting,0.46,3,False,Unknown,High,,,35,3279593,Unemployed,False,Rent,Apartment,False,Urban,Public transportation,08/02/2023,379
3608,0,0,0,1,87268,0,931,Excellent,0,,,,,0,False,Fragile,High,,,68,89098,Unemployed,True,Rent,Single-family home,False,Urban,Car,27/03/2024,511
3609,0,1,1,1,28630,8,356,Poor,1,Damage,10/06/2024,Standard,0.03,16,False,Unknown,High,Moved,26/10/2024,50,62932,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,28/06/2023,286
3610,0,1,1,1,95488,1,275,Poor,4,Damage,11/08/2023,Conflicting,0.58,4,False,Good,Medium,Moved,16/03/2024,23,72676,Unemployed,True,Own,Single-family home,False,Urban,Car,13/07/2023,277
3611,0,1,0,1,41103,1,365,Poor,0,Damage,25/04/2024,,,1,False,Good,Medium,Job Change,14/01/2025,44,74980,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,10/06/2023,256
3612,0,0,1,0,26452,5,676,Poor,1,Theft,06/06/2024,Fast,0.63,14,False,Good,Medium,Marriage,04/03/2025,40,1816550,Unemployed,True,Rent,Single-family home,False,Rural,Public transportation,16/04/2024,456
3613,0,0,1,0,47198,5,316,Poor,1,Theft,07/06/2024,Standard,0.96,5,False,Medium,High,Moved,15/03/2024,44,52744,Unemployed,True,Rent,Townhouse,True,Suburban,Walking,11/03/2024,176
3614,1,0,1,0,64421,4,180,Excellent,2,Accident,09/11/2023,Fast,0.27,4,False,Good,High,Job Change,28/11/2024,51,155591,Unemployed,True,Rent,Townhouse,False,Urban,Public transportation,09/07/2023,218
3615,0,0,0,1,75989,3,577,Excellent,0,,,,,6,False,Fragile,Medium,Moved,10/01/2024,63,68198,Unemployed,True,Own,Single-family home,False,Suburban,Public transportation,25/05/2024,386
3616,1,1,0,0,71004,3,962,Excellent,1,Accident,06/12/2024,Standard,0.5,16,True,Good,High,Job Change,24/09/2023,55,68724,Unemployed,True,Own,Single-family home,True,Urban,Biking,28/04/2023,403
3617,1,0,1,1,52771,1,777,Poor,0,Accident,17/04/2023,,,6,False,Unknown,Poor,,,31,2546518,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,28/08/2023,390
3618,1,1,0,0,18302,2,527,Good,2,Accident,06/06/2024,Standard,0.9,4,False,Fragile,Poor,Job Change,24/02/2024,53,47407,Unemployed,True,Own,Townhouse,False,Urban,Biking,13/05/2023,247
3619,0,0,0,1,35330,4,274,Excellent,3,,,Fast,0.45,4,False,Medium,Poor,,,70,596489,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,15/10/2024,328
3620,0,0,1,0,39850,2,278,Poor,1,Theft,02/07/2024,Fast,0.93,2,False,Good,Poor,New Baby,22/06/2023,25,67228,Unemployed,False,Own,Apartment,True,Urban,Biking,24/10/2023,378
3621,1,1,1,0,17339,1,320,Average,4,Accident,20/01/2025,Standard,0.18,16,False,Fragile,High,,,52,70636,Unemployed,True,Own,Apartment,True,Urban,Public transportation,01/11/2025,266
3622,1,0,1,0,42461,5,516,Poor,1,Accident,25/09/2023,Standard,0.34,9,False,Medium,Medium,New Baby,06/07/2023,36,66372,Unemployed,True,Rent,Apartment,False,Suburban,Public transportation,26/05/2024,258
3623,1,1,0,1,54324,8,991,Average,2,Accident,14/04/2024,Conflicting,0.39,11,False,Fragile,High,Marriage,22/02/2025,47,75264,Unemployed,True,Rent,Apartment,False,Urban,Public transportation,09/02/2024,286
3624,0,1,1,0,57685,0,987,Poor,0,Damage,07/09/2024,,,0,False,Good,Medium,Job Change,16/05/2024,31,68540,Unemployed,True,Own,Single-family home,True,Urban,Public transportation,22/01/2024,316
3625,0,1,0,1,87647,5,248,Good,1,Damage,20/06/2024,Conflicting,0.73,10,False,Good,Poor,Moved,17/06/2023,37,68678,Unemployed,False,Rent,Townhouse,False,Urban,Public transportation,20/02/2024,103
3626,0,1,0,0,93055,7,950,Poor,3,Damage,20/08/2023,Conflicting,0.36,8,False,Good,High,,,66,130013,Unemployed,True,Rent,Apartment,True,Urban,Biking,15/06/2024,180
3627,0,1,1,1,64052,3,618,Average,0,Damage,15/04/2023,,,3,False,Good,Poor,Job Change,02/06/2024,42,8166012,Unemployed,True,Own,Townhouse,False,Urban,Public transportation,02/07/2024,315
3628,1,0,1,1,77802,8,602,Good,3,Accident,24/12/2023,Conflicting,0.77,14,False,Fragile,High,Marriage,10/12/2023,57,68816,Unemployed,True,Own,Apartment,False,Urban,Car,20/04/2024,223
3629,0,0,0,1,53823,1,166,Good,4,,,Fast,0.85,17,True,Fragile,High,Job Change,14/01/2024,41,66252,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,14/03/2024,100
3630,0,1,1,0,41292,2,608,Average,2,Damage,04/12/2023,Standard,0.3,2,False,Good,High,,,31,601689,Unemployed,True,Rent,Single-family home,False,Urban,Car,31/08/2024,299
3631,1,0,1,0,93025,6,798,Average,0,Accident,15/07/2023,,,18,False,Good,High,Marriage,08/05/2024,43,73066,Unemployed,True,Own,Single-family home,False,Urban,Walking,20/04/2023,171
3632,0,0,0,1,45471,0,934,Good,2,,,Standard,0.87,0,False,Good,High,Marriage,19/02/2025,55,74184,Unemployed,True,Own,Apartment,True,Rural,Public transportation,05/11/2024,317
3633,0,1,1,1,10035,1,907,Poor,3,Damage,20/02/2024,Fast,0.89,13,False,Good,High,,,40,74868,Unemployed,True,Own,Single-family home,True,Urban,Car,30/08/2024,359
3634,1,0,0,0,60019,3,721,Poor,0,Accident,25/06/2023,,,8,False,Good,Medium,,,39,5022688,Unemployed,True,Rent,Apartment,False,Suburban,Car,11/10/2023,315
3635,1,0,0,1,32264,6,251,Excellent,1,Accident,24/12/2024,Conflicting,0.96,6,False,Fragile,High,,,65,73996,Unemployed,True,Own,Apartment,True,Suburban,Walking,06/08/2023,268
3636,1,0,1,0,34599,4,526,Good,2,Accident,18/12/2023,Fast,0.85,10,False,Unknown,High,Marriage,23/10/2024,36,779356,Unemployed,True,Rent,Apartment,False,Urban,Public transportation,16/06/2023,287
3637,1,1,0,0,89817,3,314,Average,0,Accident,22/01/2025,,,5,False,Medium,Medium,Marriage,13/10/2024,63,71264,Unemployed,True,Own,Apartment,False,Urban,Walking,27/07/2023,304
3638,0,0,1,0,95862,6,368,Poor,2,Theft,15/03/2025,Fast,0.9,12,False,Fragile,Poor,,,68,4171988,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,28/03/2024,389
3639,0,1,1,1,33458,1,109,Average,3,Damage,10/08/2024,Standard,0.15,1,False,Fragile,High,Marriage,16/10/2023,20,73728,Unemployed,True,Own,Apartment,False,Urban,Car,24/04/2024,279
3640,1,0,1,1,17682,2,686,Poor,1,Accident,18/11/2023,Conflicting,0.58,6,False,Unknown,Poor,Marriage,16/12/2024,59,70054,Unemployed,True,Own,Single-family home,False,Urban,Walking,12/07/2023,278
3641,0,1,1,1,35351,2,122,Average,1,Damage,25/04/2024,Conflicting,0.09,2,False,Fragile,Medium,Marriage,22/09/2024,36,1408418,Unemployed,True,Rent,Single-family home,False,Urban,Walking,27/06/2024,373
3642,1,0,1,0,50457,4,308,Average,1,Accident,29/09/2024,Standard,0.83,4,False,Medium,Medium,Job Change,12/02/2024,26,52196,Unemployed,False,Rent,Apartment,True,Urban,Public transportation,01/02/2024,373
3643,0,0,1,0,56420,0,472,Good,1,Theft,13/02/2024,Standard,0.51,0,False,Medium,High,New Baby,05/09/2024,45,79176,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,21/05/2024,246
3644,1,0,1,0,33664,7,213,Good,3,Accident,18/02/2024,Fast,0.72,7,False,Unknown,Poor,Job Change,24/02/2025,37,73352,Unemployed,True,Own,Single-family home,False,Urban,Car,17/08/2024,249
3645,0,0,1,1,95060,2,881,Excellent,4,Theft,08/08/2023,Fast,0.68,2,False,Fragile,High,Marriage,12/10/2024,62,74374,Unemployed,True,Own,Apartment,True,Rural,Public transportation,07/01/2024,289
3646,0,0,0,1,32552,4,319,Excellent,4,,,Fast,0.55,4,False,Medium,Poor,New Baby,29/10/2024,24,74314,Unemployed,True,Rent,Apartment,False,Urban,Car,04/03/2024,105
3647,0,1,1,1,77529,1,242,Good,1,Damage,23/12/2024,Fast,0.32,1,False,Medium,High,New Baby,19/12/2024,31,70788,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,26/02/2024,217
3648,0,0,1,1,81126,5,409,Average,2,Theft,31/07/2023,Conflicting,0.84,7,False,Good,Poor,Moved,24/03/2025,26,68928,Unemployed,True,Own,Single-family home,True,Suburban,Public transportation,15/09/2023,305
3649,0,0,1,1,38944,6,904,Good,1,Theft,20/12/2023,Standard,0.01,13,False,Medium,Medium,New Baby,04/04/2025,36,144681,Unemployed,True,Rent,Apartment,True,Suburban,Public transportation,10/03/2023,308
3650,0,1,1,1,88240,1,809,Good,1,Damage,08/03/2025,Conflicting,0.83,1,False,Medium,Poor,,,64,65754,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,18/01/2025,296
3651,0,1,0,1,14799,3,499,Excellent,2,Damage,02/09/2024,Conflicting,0.19,3,False,Good,Poor,,,69,65638,Unemployed,True,Own,Townhouse,True,Urban,Public transportation,07/11/2023,239
3652,0,1,0,0,35616,3,515,Excellent,4,Damage,15/10/2024,Standard,0.02,3,False,Good,Medium,New Baby,24/10/2023,31,198647,Unemployed,True,Own,Apartment,True,Urban,Public transportation,20/04/2024,459
3653,0,1,1,0,17046,1,508,Average,1,Damage,05/05/2023,Fast,0.06,12,False,Unknown,Medium,New Baby,05/07/2024,55,66404,Unemployed,True,Own,Apartment,True,Urban,Public transportation,20/01/2025,323
3654,0,1,1,0,76602,5,730,Excellent,1,Damage,09/12/2023,Fast,0.56,5,False,Medium,Medium,Moved,19/04/2024,70,66968,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,07/10/2023,314
3655,0,1,1,1,99597,4,245,Poor,4,Damage,24/01/2025,Fast,0.75,10,False,Medium,High,Marriage,05/09/2023,53,69348,Unemployed,True,Own,Apartment,True,Urban,Biking,16/07/2023,378
3656,0,0,0,1,31326,3,891,Excellent,2,,,Conflicting,0.13,5,False,Fragile,High,,,57,65928,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,25/07/2024,381
3657,0,1,0,0,11763,5,709,Poor,4,Damage,21/08/2024,Fast,0.55,8,False,Medium,Medium,Job Change,22/11/2024,34,72034,Unemployed,True,Rent,Apartment,True,Rural,Public transportation,27/12/2024,415
3658,1,1,0,1,13549,7,581,Good,1,Accident,20/08/2024,Standard,0.53,15,False,Unknown,Medium,Job Change,28/05/2024,47,84460,Unemployed,True,Own,Townhouse,True,Urban,Biking,07/11/2024,314
3659,1,1,0,0,77425,5,462,Average,1,Accident,27/09/2023,Conflicting,0.21,5,False,Unknown,Poor,Job Change,15/03/2024,26,1207906,Unemployed,False,Rent,Apartment,True,Urban,Car,08/05/2023,259
3660,0,1,1,0,80880,2,163,Poor,1,Damage,04/07/2023,Fast,0.81,2,False,Unknown,Poor,Job Change,14/04/2023,50,258800,Unemployed,True,Rent,Single-family home,False,Rural,Public transportation,21/07/2023,370
3661,0,0,0,1,85592,5,128,Good,2,,,Conflicting,0.64,5,False,Unknown,High,,,69,5230969,Unemployed,True,Rent,Single-family home,False,Urban,Car,06/06/2024,223
3662,1,1,1,0,50501,7,790,Average,2,Accident,05/02/2025,Fast,0.35,12,False,Fragile,High,New Baby,27/04/2023,42,65788,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,25/03/2024,292
3663,0,1,1,0,75380,3,617,Poor,4,Damage,31/05/2024,Fast,0.08,3,False,Good,Medium,Job Change,15/04/2024,31,74190,Unemployed,True,Own,Single-family home,False,Urban,Car,26/11/2024,359
3664,1,0,0,1,81650,0,923,Poor,3,Accident,25/03/2025,Fast,0.13,0,False,Medium,Medium,Job Change,20/07/2023,28,69636,Unemployed,True,Own,Apartment,True,Rural,Public transportation,31/01/2025,271
3665,0,0,1,1,23892,3,758,Poor,2,Theft,15/06/2023,Conflicting,0.45,6,False,Good,Poor,,,70,635952,Unemployed,True,Own,Apartment,True,Urban,Public transportation,01/07/2024,294
3666,0,0,1,1,70867,1,745,Excellent,4,Theft,02/03/2025,Conflicting,0.66,2,False,Unknown,Poor,Marriage,20/04/2023,52,66950,Unemployed,True,Own,Townhouse,False,Urban,Car,06/09/2024,239
3667,0,0,0,1,52444,4,186,Excellent,0,,,,,6,False,Fragile,High,Marriage,31/08/2024,58,67324,Unemployed,False,Own,Apartment,False,Suburban,Public transportation,12/05/2024,164
3668,0,1,0,0,94487,3,667,Average,2,Damage,06/05/2024,Fast,0.98,7,False,Unknown,Poor,New Baby,06/02/2024,31,74864,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,19/12/2023,351
3669,0,1,0,0,64278,0,926,Average,3,Damage,15/09/2024,Conflicting,0.44,0,True,Good,Poor,,,47,65678,Unemployed,True,Rent,Townhouse,True,Suburban,Car,15/09/2023,261
3670,0,1,0,0,35055,7,277,Poor,3,Damage,11/05/2024,Fast,0.71,7,False,Fragile,Medium,Moved,30/05/2024,58,2337713,Unemployed,True,Own,Apartment,True,Rural,Car,05/08/2024,359
3671,0,1,0,1,47952,2,802,Good,0,Damage,22/09/2023,,,2,False,Fragile,Medium,Marriage,18/05/2023,21,74004,Unemployed,True,Own,Apartment,False,Urban,Biking,20/08/2024,172
3672,0,0,0,1,25187,1,773,Good,3,,,Standard,0.14,1,False,Unknown,Poor,Job Change,06/10/2024,21,67496,Unemployed,True,Own,Apartment,False,Urban,Public transportation,01/07/2025,146
3673,0,1,1,0,59313,2,520,Poor,1,Damage,29/09/2023,Conflicting,0.65,8,False,Good,Medium,Marriage,02/07/2025,45,71450,Unemployed,True,Rent,Apartment,True,Suburban,Car,09/06/2023,401
3674,1,0,1,1,73811,5,335,Poor,1,Accident,15/04/2024,Fast,0.16,5,True,Unknown,Medium,,,25,67502,Unemployed,False,Own,Apartment,True,Urban,Biking,23/09/2023,371
3675,1,1,0,1,76633,0,941,Poor,4,Accident,06/11/2024,Standard,0.06,0,False,Fragile,Poor,Moved,24/05/2023,19,196725,Unemployed,True,Own,Apartment,True,Suburban,Biking,31/08/2023,293
3676,1,1,1,0,53543,4,368,Poor,4,Accident,03/11/2024,Conflicting,0.03,16,False,Medium,High,,,58,65470,Unemployed,False,Rent,Apartment,True,Urban,Walking,06/01/2023,353
3677,1,1,0,1,91817,2,941,Good,3,Accident,14/02/2024,Conflicting,0.02,19,False,Unknown,Poor,Moved,01/09/2024,63,71668,Unemployed,True,Rent,Apartment,False,Urban,Biking,10/06/2024,254
3678,1,0,1,1,28424,5,350,Average,4,Accident,06/01/2024,Standard,0.87,6,False,Good,Poor,Job Change,23/12/2023,39,74472,Unemployed,True,Own,Single-family home,False,Urban,Biking,20/04/2023,356
3679,1,1,0,0,37258,3,835,Average,3,Accident,19/06/2024,Fast,0.57,12,False,Unknown,Medium,Job Change,10/04/2024,58,107235,Unemployed,True,Rent,Apartment,False,Urban,Biking,26/03/2025,141
3680,0,1,1,1,68322,8,184,Good,2,Damage,16/03/2024,Fast,0.79,9,False,Fragile,High,Job Change,24/09/2023,33,70058,Unemployed,True,Own,Apartment,True,Urban,Public transportation,01/11/2025,455
3681,0,0,1,1,40497,4,190,Excellent,3,Theft,02/11/2023,Standard,0.81,18,False,Good,High,Job Change,26/09/2024,46,66324,Unemployed,True,Rent,Townhouse,False,Urban,Public transportation,09/02/2023,146
3682,1,1,1,0,82984,3,795,Average,2,Accident,19/04/2024,Standard,0.42,9,False,Unknown,Poor,,,66,72518,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,12/11/2023,152
3683,1,0,1,1,57549,1,297,Poor,4,Accident,09/03/2025,Standard,0.37,6,False,Fragile,Poor,,,65,67372,Unemployed,True,Own,Townhouse,True,Urban,Biking,28/05/2023,209
3684,1,1,0,1,57631,1,649,Poor,3,Accident,12/04/2024,Conflicting,0.16,4,False,Fragile,Medium,Marriage,17/10/2023,47,2523533,Unemployed,True,Own,Apartment,True,Suburban,Car,01/10/2024,480
3685,1,0,1,1,34182,6,658,Excellent,4,Accident,23/05/2023,Conflicting,0.89,7,False,Unknown,Medium,Moved,15/12/2024,29,66672,Unemployed,False,Own,Single-family home,True,Suburban,Public transportation,15/02/2025,195
3686,1,0,1,1,74216,2,125,Poor,1,Accident,27/04/2024,Fast,0.61,2,False,Unknown,Medium,,,52,80776,Unemployed,True,Own,Townhouse,True,Urban,Biking,02/02/2025,455
3687,1,0,1,1,17273,5,991,Excellent,0,Accident,02/03/2024,,,5,False,Medium,Poor,,,28,71440,Unemployed,True,Own,Single-family home,False,Urban,Car,04/04/2024,256
3688,0,1,1,1,54245,3,573,Average,4,Damage,07/10/2023,Fast,0.72,9,False,Unknown,Medium,Moved,06/06/2023,63,71004,Unemployed,True,Own,Townhouse,True,Urban,Car,06/08/2024,192
3689,0,1,1,1,79364,3,143,Poor,2,Damage,12/10/2023,Fast,0.48,8,False,Unknown,Medium,,,67,54195,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,10/04/2023,196
3690,0,0,1,0,61153,8,146,Excellent,2,Theft,31/01/2025,Conflicting,0.76,8,False,Fragile,Poor,Marriage,26/11/2023,38,8444025,Unemployed,True,Own,Apartment,False,Urban,Walking,28/04/2024,307
3691,0,0,1,0,79561,0,705,Average,0,Theft,22/08/2024,,,0,False,Unknown,Medium,Job Change,24/11/2023,38,2362136,Unemployed,True,Own,Apartment,True,Suburban,Public transportation,28/11/2024,491
3692,0,1,0,0,98928,2,420,Excellent,2,Damage,08/06/2024,Fast,0.67,2,False,Unknown,High,Marriage,29/07/2024,22,66924,Unemployed,True,Own,Single-family home,True,Urban,Biking,07/04/2024,194
3693,1,1,0,0,15030,1,234,Good,2,Accident,12/04/2023,Standard,0.45,5,False,Unknown,High,,,65,69444,Unemployed,True,Own,Townhouse,True,Suburban,Car,05/11/2023,441
3694,0,0,0,1,27481,6,534,Good,0,,,,,11,True,Fragile,Poor,New Baby,20/06/2024,37,7339562,Unemployed,True,Rent,Single-family home,True,Suburban,Public transportation,14/04/2023,281
3695,0,1,0,0,12956,7,862,Poor,3,Damage,25/08/2023,Conflicting,0.58,8,True,Fragile,Poor,New Baby,28/10/2023,54,71770,Unemployed,True,Own,Townhouse,True,Urban,Biking,03/12/2024,327
3696,1,0,0,0,10553,1,502,Poor,2,Accident,27/06/2024,Standard,0.84,1,False,Unknown,High,Moved,09/10/2023,20,4946497,Unemployed,True,Rent,Townhouse,True,Urban,Biking,14/12/2023,134
